text,group
Mon emploi est un moyen de survivre au capitalisme mais aussi de faire une différence et d’être utile pour la société,Unassigned
Il faut aimer ce que lon fait dans la vie,Unassigned
"Unless you found a way to make your passion pay you, then its just a means of survival.",Unassigned
Ça dépend des gens,Unassigned
Je trouve mon sentiment d'appartenance et de purpose ailleurs que dans mon travail.,Unassigned
"A job is more than money, it's relationships, personal satisfaction, having a feeling of purpose. If I didn't love my job it carries into other aspects of life like mental & physical health,  relationships & everyday interactions.",Unassigned
oui cela sera a gagner nos vies mais l'emploie doit etre dans nos champ d'interet,Unassigned
You learn new things when working a job.,Unassigned
"Ça peut être une façon de s’accomplir, d’être utile à la société.",Unassigned
A job is something you use to make money but also a place you can grow and challenge yourself,Unassigned
Un emploi sert aussi a devenir plus intelligent et compétent,Unassigned
Hopefully it brings you joy,Unassigned
Work to live - don't live to work.,Unassigned
To give back to your community. To help others. To be productive.,Unassigned
It provides a feeling of accomplishment.  It is a career.  Something I take pride in.  Something I strive to be better at each day.,Unassigned
"Most of us have to work for most of our lives, you need to be doing something you enjoy",Unassigned
"It can be, however for many it can also be more than that",Unassigned
"I need a job to survive to have money. _x000D_
I'd rather things no cost as much so I could work less.",Unassigned
It's a stature. It is part of who you are. Most people's jobs reflect their personality. Also the way to sustain a living and enjoyment.,Unassigned
I need money so I work,Unassigned
It should allow you to grow and feel like you are contributing to a geater mandate or purpose.,Unassigned
It's also a place to learn and develop and grow,Unassigned
"It can be rewarding, a way of meeting people, give purpose to your life, your way of giving back it helping others, something you enjoy or feel passionate about",Unassigned
Parce que nous vivons dans un monde capitaliste,Unassigned
I just don't think it is a vocation but strictly a way to pay my rent etc,Unassigned
"To be employed is the gateway to better your life, learn new skills, like getting along with others. It is a tremendous catalyst to self worth, and pride, and a sense of achievement and independence",Unassigned
A job is different in my opinion from a career. A career is something that you do for the long term and you grow in while a job is just tolerated for an income only.,Unassigned
"A job is your contribution to society. _x000D_
Work if you're able, we'll take care of you if  you're not.",Unassigned
I take real value from the work I do.,Unassigned
Oui mais c'est une belle expérience,Unassigned
I like the job I have very much because I make an above average wage where I work. I  don't feel  any particular extra self worth from the job I do....I work for the money.,Unassigned
"Jobs that I enjoy don’t pay enough to make a living on, so I choose to work doing something that will pay the bills.",Unassigned
A job should have some kind of meaning in your life.,Unassigned
"It’s also something you have to enjoy doing every day. Or at least some of the time. It’s the environment, the people, the tasks, etc.",Unassigned
"I teach kindergarten, it is my passion as well as my pay check",Unassigned
Zéro valorisant,Unassigned
While job is secondary it is important to feel like your job has some worth to society,Unassigned
"because we spend so much time at work, we should do something we love",Unassigned
"A job can be a passion, a career, something you enjoy doing or take pleasure in seeing results",Unassigned
"Sometimes I feel like I work just to make a living, but others might find personal fulfillment through work.",Unassigned
"-routine_x000D_
-give back to society_x000D_
-commitment_x000D_
-network",Unassigned
"I largely agree with this statement, but I  also believe a job can do a lot more such as better the community, provide a level of self-worth and accomplishment, lead to improvements in a wide variety of areas that impact the lives of many, etc",Unassigned
Spend to much time doing it not to enjoy it,Unassigned
on rencontre d`autres employés et le travail est une forme adéquate pour apprendre toutes sortes de choses.,Unassigned
What's the first thing people ask you at a party after your name?,Unassigned
"It has to be more than just about the money, but yes, it’s mostly about the money",Unassigned
on participe a la société,Unassigned
"I agree,, but it also provides a sense of fulfillment",Unassigned
"A job is a significant part of your life. It has to be enjoyable, not just a robot going to the line.",Unassigned
It assists you with personal growth and others when working with people,Unassigned
